column1,Days_for_shipping_real,Days_for_shipment_scheduled,Delivery_Status,Late_delivery_risk,shipping_date_DateOrders,Shipping_Mode,Market,Order_Id
20636,2,2,Shipping on time,0,2016-11-06 12:53:00.0000000,Second Class,Pacific Asia,46141
20637,2,2,Shipping on time,0,2015-11-22 16:53:00.0000000,Second Class,Pacific Asia,22176
20643,2,2,Shipping on time,0,2017-12-25 17:55:00.0000000,Second Class,Pacific Asia,74516
20648,2,2,Shipping on time,0,2018-01-11 02:18:00.0000000,Second Class,Pacific Asia,75636
20657,2,2,Shipping on time,0,2016-10-06 07:09:00.0000000,Second Class,Pacific Asia,44001
20664,2,2,Shipping on time,0,2017-12-30 17:02:00.0000000,Second Class,Pacific Asia,74856
20668,2,2,Shipping on time,0,2017-12-15 23:11:00.0000000,Second Class,Pacific Asia,73846
20669,2,2,Shipping on time,0,2016-02-20 15:00:00.0000000,Second Class,Pacific Asia,28336
20670,2,2,Shipping on time,0,2015-12-02 02:51:00.0000000,Second Class,Pacific Asia,22821
20684,2,2,Shipping on time,0,2017-12-30 22:17:00.0000000,Second Class,Pacific Asia,74871
20690,2,2,Shipping on time,0,2016-03-10 05:42:00.0000000,Second Class,Pacific Asia,29611
20693,2,2,Shipping on time,0,2015-11-15 07:57:00.0000000,Second Class,Pacific Asia,21671
20696,2,2,Shipping on time,0,2016-01-11 08:03:00.0000000,Second Class,Pacific Asia,25576
20698,2,2,Shipping on time,0,2018-02-02 06:49:00.0000000,Second Class,Pacific Asia,77156
20699,2,2,Shipping on time,0,2015-12-01 19:51:00.0000000,Second Class,Pacific Asia,22801
20701,2,2,Shipping on time,0,2016-03-20 16:11:00.0000000,Second Class,Pacific Asia,30326
20706,2,2,Shipping on time,0,2017-12-16 14:57:00.0000000,Second Class,Pacific Asia,73891
20723,2,2,Shipping on time,0,2018-01-29 18:45:00.0000000,Second Class,Pacific Asia,76916
20728,2,2,Shipping on time,0,2015-12-24 23:09:00.0000000,Second Class,Pacific Asia,24386
20729,2,2,Shipping on time,0,2016-01-14 11:23:00.0000000,Second Class,Pacific Asia,25791
20732,2,2,Shipping on time,0,2018-01-30 19:16:00.0000000,Second Class,Pacific Asia,76986
20741,2,2,Shipping on time,0,2017-12-19 21:47:00.0000000,Second Class,Pacific Asia,74116
20744,2,2,Shipping on time,0,2016-03-23 19:31:00.0000000,Second Class,Pacific Asia,30541
20745,2,2,Shipping on time,0,2016-03-25 04:48:00.0000000,Second Class,Pacific Asia,30636
20747,2,2,Shipping on time,0,2016-03-02 06:45:00.0000000,Second Class,Pacific Asia,29066
20749,2,2,Shipping on time,0,2016-03-13 03:46:00.0000000,Second Class,Pacific Asia,29811
20751,2,2,Shipping on time,0,2015-11-12 20:24:00.0000000,Second Class,Pacific Asia,21501
20757,2,2,Shipping on time,0,2016-03-18 04:38:00.0000000,Second Class,Pacific Asia,30156
20760,2,2,Shipping on time,0,2016-03-11 20:14:00.0000000,Second Class,Pacific Asia,29721
20767,2,2,Shipping on time,0,2016-02-09 09:14:00.0000000,Second Class,Pacific Asia,27566
20774,2,2,Shipping on time,0,2015-12-09 11:47:00.0000000,Second Class,Pacific Asia,23326
20785,2,2,Shipping on time,0,2016-01-31 08:02:00.0000000,Second Class,Pacific Asia,26946
20790,2,2,Shipping on time,0,2015-11-15 23:43:00.0000000,Second Class,Pacific Asia,21716
20795,2,2,Shipping on time,0,2018-01-21 11:03:00.0000000,Second Class,Pacific Asia,76346
20800,2,2,Shipping on time,0,2017-11-27 10:15:00.0000000,Second Class,Pacific Asia,72576
20801,2,2,Shipping on time,0,2018-01-23 17:21:00.0000000,Second Class,Pacific Asia,76501
20809,2,2,Shipping on time,0,2016-06-27 20:47:00.0000000,Second Class,USCA,37121
20811,2,2,Shipping on time,0,2016-06-06 23:47:00.0000000,Second Class,USCA,35691
20815,2,2,Shipping on time,0,2016-08-25 06:10:00.0000000,Second Class,USCA,41121
20819,2,2,Shipping on time,0,2016-07-22 21:37:00.0000000,Second Class,USCA,38836
20820,2,2,Shipping on time,0,2016-06-28 07:17:00.0000000,Second Class,USCA,37151
20831,2,2,Shipping on time,0,2016-06-11 15:54:00.0000000,Second Class,USCA,36011
20836,2,2,Shipping on time,0,2016-04-14 10:01:00.0000000,Second Class,USCA,32021
20856,2,2,Shipping on time,0,2016-07-28 12:30:00.0000000,Second Class,USCA,39221
20857,2,2,Shipping on time,0,2016-05-27 04:32:00.0000000,Second Class,USCA,34951
20866,2,2,Shipping on time,0,2016-06-10 20:38:00.0000000,Second Class,USCA,35956
20869,2,2,Shipping on time,0,2016-07-08 19:32:00.0000000,Second Class,USCA,37871
20875,2,2,Shipping on time,0,2016-08-08 02:30:00.0000000,Second Class,USCA,39946
20877,2,2,Shipping on time,0,2016-04-28 08:36:00.0000000,Second Class,USCA,32976
20880,2,2,Shipping on time,0,2016-07-17 03:14:00.0000000,Second Class,USCA,38441
20881,2,2,Shipping on time,0,2016-04-12 14:14:00.0000000,Second Class,USCA,31896
20883,2,2,Shipping on time,0,2016-07-08 17:47:00.0000000,Second Class,USCA,37866
20894,2,2,Shipping on time,0,2016-12-12 16:00:00.0000000,Second Class,Africa,48616
20898,2,2,Shipping on time,0,2015-07-31 00:56:00.0000000,Second Class,Europe,14321
20903,2,2,Shipping on time,0,2017-09-08 22:37:00.0000000,Second Class,Europe,67131
20904,2,2,Shipping on time,0,2017-09-29 02:06:00.0000000,Second Class,Europe,68511
20911,2,2,Shipping on time,0,2017-09-11 18:56:00.0000000,Second Class,Europe,67326
20913,2,2,Shipping on time,0,2015-09-11 01:55:00.0000000,Second Class,Europe,17201
20914,2,2,Shipping on time,0,2015-03-17 11:59:00.0000000,Second Class,LATAM,5036
20920,2,2,Shipping on time,0,2015-02-16 23:03:00.0000000,Second Class,LATAM,3081
20924,2,2,Shipping on time,0,2017-02-11 11:11:00.0000000,Second Class,LATAM,52781
20927,2,2,Shipping on time,0,2015-01-14 07:31:00.0000000,Second Class,LATAM,776
20934,2,2,Shipping on time,0,2017-04-17 15:28:00.0000000,Second Class,LATAM,57246
20943,2,2,Shipping on time,0,2016-01-28 20:28:00.0000000,Second Class,Pacific Asia,26776
20946,2,2,Shipping on time,0,2016-02-07 22:12:00.0000000,Second Class,Pacific Asia,27466
20955,2,2,Shipping on time,0,2016-07-06 07:59:00.0000000,Second Class,USCA,37701
20958,2,2,Shipping on time,0,2016-06-25 21:29:00.0000000,Second Class,USCA,36986
20962,2,2,Shipping on time,0,2016-12-26 12:49:00.0000000,Second Class,Africa,49566
20967,2,2,Shipping on time,0,2015-06-29 06:56:00.0000000,Second Class,Europe,12146
20973,2,2,Shipping on time,0,2015-08-30 20:09:00.0000000,Second Class,Europe,16431
20974,2,2,Shipping on time,0,2017-07-06 17:06:00.0000000,Second Class,Europe,62731
20975,2,2,Shipping on time,0,2015-09-20 01:23:00.0000000,Second Class,Europe,17816
20986,2,2,Shipping on time,0,2017-03-01 04:51:00.0000000,Second Class,LATAM,53996
21012,2,2,Shipping on time,0,2016-05-21 13:39:00.0000000,Second Class,USCA,34566
21016,2,2,Shipping on time,0,2016-05-12 22:57:00.0000000,Second Class,USCA,33976
21024,2,2,Shipping on time,0,2017-10-04 04:43:00.0000000,Second Class,Europe,68861
21032,2,2,Shipping on time,0,2017-06-10 22:45:00.0000000,Second Class,LATAM,60966
21041,2,2,Shipping on time,0,2015-12-31 23:19:00.0000000,Second Class,Pacific Asia,24866
21042,2,2,Shipping on time,0,2016-02-13 20:06:00.0000000,Second Class,Pacific Asia,27871
21043,2,2,Shipping on time,0,2015-12-08 00:45:00.0000000,Second Class,Pacific Asia,23226
21045,2,2,Shipping on time,0,2016-01-23 16:06:00.0000000,Second Class,Pacific Asia,26421
21046,2,2,Shipping on time,0,2017-01-01 00:12:00.0000000,Second Class,Pacific Asia,49941
21054,2,2,Shipping on time,0,2016-04-25 17:32:00.0000000,Second Class,USCA,32796
21055,2,2,Shipping on time,0,2016-06-25 07:28:00.0000000,Second Class,USCA,36946
21063,2,2,Shipping on time,0,2015-06-03 23:05:00.0000000,Second Class,Europe,10411
21064,2,2,Shipping on time,0,2017-09-09 17:53:00.0000000,Second Class,Europe,67186
21065,2,2,Shipping on time,0,2017-09-22 15:57:00.0000000,Second Class,Europe,68071
21069,2,2,Shipping on time,0,2017-05-01 03:32:00.0000000,Second Class,LATAM,58171
21075,2,2,Shipping on time,0,2015-12-16 04:56:00.0000000,Second Class,Pacific Asia,23786
21076,2,2,Shipping on time,0,2016-12-27 22:06:00.0000000,Second Class,Pacific Asia,49661
21082,2,2,Shipping on time,0,2015-10-26 11:29:00.0000000,Second Class,Pacific Asia,20311
21085,2,2,Shipping on time,0,2016-07-07 19:01:00.0000000,Second Class,USCA,37801
21091,4,4,Shipping on time,0,2016-10-16 03:17:00.0000000,Standard Class,Africa,44538
21094,4,4,Shipping on time,0,2016-10-11 18:11:00.0000000,Standard Class,Africa,44238
21095,4,4,Shipping on time,0,2016-12-05 17:14:00.0000000,Standard Class,Africa,48003
21102,4,4,Shipping on time,0,2016-09-25 18:33:00.0000000,Standard Class,Africa,43143
21116,4,4,Shipping on time,0,2016-09-06 19:06:00.0000000,Standard Class,Africa,41843
21128,4,4,Shipping on time,0,2017-01-14 17:10:00.0000000,Standard Class,Africa,50743
21130,4,4,Shipping on time,0,2017-01-04 22:27:00.0000000,Standard Class,Africa,50073
21132,4,4,Shipping on time,0,2016-09-01 19:59:00.0000000,Standard Class,Africa,41503
21133,4,4,Shipping on time,0,2016-12-04 11:27:00.0000000,Standard Class,Africa,47918
21134,4,4,Shipping on time,0,2016-10-08 23:37:00.0000000,Standard Class,Africa,44048
21139,4,4,Shipping on time,0,2017-01-04 20:42:00.0000000,Standard Class,Africa,50068
21140,4,4,Shipping on time,0,2017-01-17 15:15:00.0000000,Standard Class,Africa,50943
21143,4,4,Shipping on time,0,2016-12-25 17:12:00.0000000,Standard Class,Africa,49373
21145,4,4,Shipping on time,0,2016-09-15 15:04:00.0000000,Standard Class,Africa,42448
21152,4,4,Shipping on time,0,2016-10-11 21:41:00.0000000,Standard Class,Africa,44248
21162,4,4,Shipping on time,0,2016-11-30 19:52:00.0000000,Standard Class,Africa,47668
21171,4,4,Shipping on time,0,2017-01-14 04:55:00.0000000,Standard Class,Africa,50708
21172,4,4,Shipping on time,0,2016-10-15 13:16:00.0000000,Standard Class,Africa,44498
21174,4,4,Shipping on time,0,2016-10-02 11:43:00.0000000,Standard Class,Africa,43603
21181,4,4,Shipping on time,0,2016-10-21 00:39:00.0000000,Standard Class,Africa,44873
21185,4,4,Shipping on time,0,2017-07-21 15:52:00.0000000,Standard Class,Europe,63618
21188,4,4,Shipping on time,0,2015-08-04 02:40:00.0000000,Standard Class,Europe,14463
21192,4,4,Shipping on time,0,2015-09-18 22:45:00.0000000,Standard Class,Europe,17603
21198,4,4,Shipping on time,0,2015-07-24 05:40:00.0000000,Standard Class,Europe,13718
21202,4,4,Shipping on time,0,2015-06-25 15:00:00.0000000,Standard Class,Europe,11758
21204,4,4,Shipping on time,0,2015-09-28 01:43:00.0000000,Standard Class,Europe,18228
21205,4,4,Shipping on time,0,2015-09-20 09:47:00.0000000,Standard Class,Europe,17703
21206,4,4,Shipping on time,0,2017-10-06 15:56:00.0000000,Standard Class,Europe,68893
21207,4,4,Shipping on time,0,2017-10-12 06:49:00.0000000,Standard Class,Europe,69278
21213,4,4,Shipping on time,0,2017-10-16 08:54:00.0000000,Standard Class,Europe,69558
21217,4,4,Shipping on time,0,2017-11-04 08:21:00.0000000,Standard Class,Europe,70858
21218,4,4,Shipping on time,0,2017-11-08 06:57:00.0000000,Standard Class,Europe,71128
21219,4,4,Shipping on time,0,2017-10-21 08:01:00.0000000,Standard Class,Europe,69898
21220,4,4,Shipping on time,0,2017-11-03 14:50:00.0000000,Standard Class,Europe,70808
21225,4,4,Shipping on time,0,2017-10-20 12:45:00.0000000,Standard Class,Europe,69843
21227,4,4,Shipping on time,0,2017-11-03 07:50:00.0000000,Standard Class,Europe,70788
21237,4,4,Shipping on time,0,2017-10-20 18:01:00.0000000,Standard Class,Europe,69858
21247,4,4,Shipping on time,0,2017-11-03 18:20:00.0000000,Standard Class,Europe,70818
21254,4,4,Shipping on time,0,2017-11-07 08:11:00.0000000,Standard Class,Europe,71063
21257,4,4,Shipping on time,0,2017-10-16 10:40:00.0000000,Standard Class,Europe,69563
21270,4,4,Shipping on time,0,2015-07-13 06:55:00.0000000,Standard Class,Europe,12968
21274,4,4,Shipping on time,0,2017-08-20 01:48:00.0000000,Standard Class,Europe,65633
21277,4,4,Shipping on time,0,2017-08-19 17:03:00.0000000,Standard Class,Europe,65608
21281,4,4,Shipping on time,0,2017-07-15 21:28:00.0000000,Standard Class,Europe,63223
21282,4,4,Shipping on time,0,2017-08-19 03:02:00.0000000,Standard Class,Europe,65568
21284,4,4,Shipping on time,0,2017-08-05 02:42:00.0000000,Standard Class,Europe,64608
21297,4,4,Shipping on time,0,2017-09-16 05:27:00.0000000,Standard Class,Europe,67493
21310,4,4,Shipping on time,0,2017-10-28 15:12:00.0000000,Standard Class,Europe,70398
21312,4,4,Shipping on time,0,2015-07-02 11:39:00.0000000,Standard Class,Europe,12228
21313,4,4,Shipping on time,0,2017-09-26 10:41:00.0000000,Standard Class,Europe,68193
21318,4,4,Shipping on time,0,2017-08-14 10:55:00.0000000,Standard Class,Europe,65248
21327,4,4,Shipping on time,0,2015-06-16 06:46:00.0000000,Standard Class,Europe,11118
21333,4,4,Shipping on time,0,2017-08-28 16:30:00.0000000,Standard Class,Europe,66223
21336,4,4,Shipping on time,0,2015-06-17 07:18:00.0000000,Standard Class,Europe,11188
21338,4,4,Shipping on time,0,2017-08-09 13:33:00.0000000,Standard Class,Europe,64913
21346,4,4,Shipping on time,0,2015-10-07 22:12:00.0000000,Standard Class,Europe,18903
21347,4,4,Shipping on time,0,2015-08-09 12:18:00.0000000,Standard Class,Europe,14833
21350,4,4,Shipping on time,0,2015-08-08 04:46:00.0000000,Standard Class,Europe,14743
21360,4,4,Shipping on time,0,2017-07-08 23:04:00.0000000,Standard Class,Europe,62748
21361,4,4,Shipping on time,0,2015-08-19 07:02:00.0000000,Standard Class,Europe,15503
21362,4,4,Shipping on time,0,2015-06-27 00:17:00.0000000,Standard Class,Europe,11853
21370,4,4,Shipping on time,0,2015-06-20 22:53:00.0000000,Standard Class,Europe,11438
21372,4,4,Shipping on time,0,2017-08-25 02:40:00.0000000,Standard Class,Europe,65978
21373,4,4,Shipping on time,0,2017-10-01 11:33:00.0000000,Standard Class,Europe,68538
21379,4,4,Shipping on time,0,2017-11-10 20:15:00.0000000,Standard Class,Europe,71303
21380,4,4,Shipping on time,0,2015-10-22 03:47:00.0000000,Standard Class,Europe,19878
21381,4,4,Shipping on time,0,2017-08-30 07:03:00.0000000,Standard Class,Europe,66333
21382,4,4,Shipping on time,0,2017-10-23 07:19:00.0000000,Standard Class,Europe,70033
21384,4,4,Shipping on time,0,2017-07-05 12:44:00.0000000,Standard Class,Europe,62513
21385,4,4,Shipping on time,0,2015-09-09 23:18:00.0000000,Standard Class,Europe,16988
21398,4,4,Shipping on time,0,2015-07-03 08:41:00.0000000,Standard Class,Europe,12288
21403,4,4,Shipping on time,0,2017-08-27 00:13:00.0000000,Standard Class,Europe,66108
21413,4,4,Shipping on time,0,2017-01-22 16:07:00.0000000,Standard Class,Europe,51288
21420,4,4,Shipping on time,0,2017-10-25 15:23:00.0000000,Standard Class,Europe,70193
21425,4,4,Shipping on time,0,2017-08-28 11:15:00.0000000,Standard Class,Europe,66208
21426,4,4,Shipping on time,0,2017-07-14 22:42:00.0000000,Standard Class,Europe,63158
21428,4,4,Shipping on time,0,2017-08-24 14:25:00.0000000,Standard Class,Europe,65943
21429,4,4,Shipping on time,0,2017-10-24 20:06:00.0000000,Standard Class,Europe,70138
21432,4,4,Shipping on time,0,2017-10-30 02:14:00.0000000,Standard Class,Europe,70498
21433,4,4,Shipping on time,0,2017-10-26 03:38:00.0000000,Standard Class,Europe,70228
21436,4,4,Shipping on time,0,2017-08-06 20:45:00.0000000,Standard Class,Europe,64728
21438,4,4,Shipping on time,0,2017-09-06 03:42:00.0000000,Standard Class,Europe,66803
21441,4,4,Shipping on time,0,2015-06-08 02:35:00.0000000,Standard Class,Europe,10558
21447,4,4,Shipping on time,0,2015-07-16 19:00:00.0000000,Standard Class,Europe,13208
21448,4,4,Shipping on time,0,2017-09-23 19:37:00.0000000,Standard Class,Europe,68013
21456,4,4,Shipping on time,0,2017-06-30 10:07:00.0000000,Standard Class,Europe,62163
21459,4,4,Shipping on time,0,2016-10-09 20:38:00.0000000,Standard Class,Europe,44108
21460,4,4,Shipping on time,0,2017-10-25 20:38:00.0000000,Standard Class,Europe,70208
21466,4,4,Shipping on time,0,2017-09-20 04:02:00.0000000,Standard Class,Europe,67763
21471,4,4,Shipping on time,0,2015-10-28 01:41:00.0000000,Standard Class,Europe,20283
21472,4,4,Shipping on time,0,2015-07-02 04:39:00.0000000,Standard Class,Europe,12208
21482,4,4,Shipping on time,0,2015-09-06 14:43:00.0000000,Standard Class,Europe,16758
21493,4,4,Shipping on time,0,2017-10-26 21:09:00.0000000,Standard Class,Europe,70278
21494,4,4,Shipping on time,0,2017-10-25 13:37:00.0000000,Standard Class,Europe,70188
21496,4,4,Shipping on time,0,2015-06-30 00:06:00.0000000,Standard Class,Europe,12058
21506,4,4,Shipping on time,0,2017-07-01 17:38:00.0000000,Standard Class,Europe,62253
21507,4,4,Shipping on time,0,2016-09-19 20:40:00.0000000,Standard Class,Europe,42738
21516,4,4,Shipping on time,0,2017-09-28 02:59:00.0000000,Standard Class,Europe,68308
21517,4,4,Shipping on time,0,2015-10-13 13:05:00.0000000,Standard Class,Europe,19288
21521,4,4,Shipping on time,0,2017-08-13 19:09:00.0000000,Standard Class,Europe,65203
21532,4,4,Shipping on time,0,2017-10-11 20:18:00.0000000,Standard Class,Europe,69248
21536,4,4,Shipping on time,0,2017-06-24 08:43:00.0000000,Standard Class,Europe,61748
21541,4,4,Shipping on time,0,2015-10-07 09:57:00.0000000,Standard Class,Europe,18868
21543,4,4,Shipping on time,0,2015-08-27 16:29:00.0000000,Standard Class,Europe,16078
21545,4,4,Shipping on time,0,2016-12-03 00:25:00.0000000,Standard Class,Europe,47818
21546,4,4,Shipping on time,0,2017-07-19 23:34:00.0000000,Standard Class,Europe,63503
21554,4,4,Shipping on time,0,2017-08-07 10:45:00.0000000,Standard Class,Europe,64768
21556,4,4,Shipping on time,0,2015-07-29 18:48:00.0000000,Standard Class,Europe,14098
21558,4,4,Shipping on time,0,2017-10-26 19:24:00.0000000,Standard Class,Europe,70273
21566,4,4,Shipping on time,0,2015-09-19 09:16:00.0000000,Standard Class,Europe,17633
21571,4,4,Shipping on time,0,2017-07-25 10:57:00.0000000,Standard Class,Europe,63878
21572,4,4,Shipping on time,0,2015-08-15 03:11:00.0000000,Standard Class,Europe,15218
21576,4,4,Shipping on time,0,2015-06-10 15:53:00.0000000,Standard Class,Europe,10733
21585,4,4,Shipping on time,0,2017-06-30 15:22:00.0000000,Standard Class,Europe,62178
21593,0,0,Shipping on time,0,2015-09-26 14:46:00.0000000,Same Day,Europe,18368
21594,0,0,Shipping on time,0,2015-06-02 21:35:00.0000000,Same Day,Europe,10441
21595,0,0,Shipping on time,0,2015-08-04 23:05:00.0000000,Same Day,Europe,14761
21597,0,0,Shipping on time,0,2017-05-20 23:44:00.0000000,Same Day,LATAM,59633
21598,0,0,Shipping on time,0,2017-03-10 12:06:00.0000000,Same Day,LATAM,54736
21599,0,0,Shipping on time,0,2017-04-05 23:59:00.0000000,Same Day,LATAM,56551
21600,0,0,Shipping on time,0,2015-04-07 12:33:00.0000000,Same Day,LATAM,6579
21601,0,0,Shipping on time,0,2017-05-04 13:57:00.0000000,Same Day,LATAM,58509
21602,0,0,Shipping on time,0,2015-04-05 17:28:00.0000000,Same Day,LATAM,6456
21604,0,0,Shipping on time,0,2017-05-12 13:56:00.0000000,Same Day,LATAM,59057
21605,0,0,Shipping on time,0,2015-01-15 13:22:00.0000000,Same Day,LATAM,964
21606,0,0,Shipping on time,0,2017-03-09 18:14:00.0000000,Same Day,LATAM,54685
21607,0,0,Shipping on time,0,2015-03-26 14:41:00.0000000,Same Day,LATAM,5763
21610,0,0,Shipping on time,0,2015-02-25 18:24:00.0000000,Same Day,LATAM,3787
21612,0,0,Shipping on time,0,2017-06-12 12:40:00.0000000,Same Day,LATAM,61177
21614,0,0,Shipping on time,0,2015-04-01 20:37:00.0000000,Same Day,LATAM,6191
21616,0,0,Shipping on time,0,2015-01-10 14:36:00.0000000,Same Day,LATAM,625
21623,0,0,Shipping on time,0,2016-10-06 19:51:00.0000000,Same Day,Pacific Asia,44140
21624,0,0,Shipping on time,0,2017-12-21 20:49:00.0000000,Same Day,Pacific Asia,74353
21628,0,0,Shipping on time,0,2015-11-17 20:39:00.0000000,Same Day,Pacific Asia,21947
21629,0,0,Shipping on time,0,2016-01-12 18:28:00.0000000,Same Day,Pacific Asia,25777
21631,0,0,Shipping on time,0,2015-12-19 19:33:00.0000000,Same Day,Pacific Asia,24136
21632,0,0,Shipping on time,0,2015-11-04 20:51:00.0000000,Same Day,Pacific Asia,21057
21635,0,0,Shipping on time,0,2017-12-19 23:37:00.0000000,Same Day,Pacific Asia,74224
21638,0,0,Shipping on time,0,2018-01-07 23:46:00.0000000,Same Day,Pacific Asia,75526
21642,0,0,Shipping on time,0,2016-01-11 20:45:00.0000000,Same Day,Pacific Asia,25715
21643,0,0,Shipping on time,0,2016-02-11 22:38:00.0000000,Same Day,Pacific Asia,27844
21644,0,0,Shipping on time,0,2016-07-02 17:32:00.0000000,Same Day,USCA,37557
21646,0,0,Shipping on time,0,2016-05-08 15:41:00.0000000,Same Day,USCA,33784
21647,0,0,Shipping on time,0,2016-05-13 22:09:00.0000000,Same Day,USCA,34145
21648,0,0,Shipping on time,0,2016-07-25 19:05:00.0000000,Same Day,USCA,39137
21649,0,0,Shipping on time,0,2016-04-18 15:22:00.0000000,Same Day,USCA,32413
21651,0,0,Shipping on time,0,2016-05-05 23:34:00.0000000,Same Day,USCA,33601
21652,0,0,Shipping on time,0,2016-07-16 15:04:00.0000000,Same Day,USCA,38509
21654,0,0,Shipping on time,0,2016-06-22 19:18:00.0000000,Same Day,USCA,36877
21655,0,0,Shipping on time,0,2016-07-27 20:49:00.0000000,Same Day,USCA,39279
21658,0,0,Shipping on time,0,2016-09-15 17:57:00.0000000,Same Day,Africa,42696
21660,0,0,Shipping on time,0,2015-01-15 20:44:00.0000000,Same Day,LATAM,985
21662,0,0,Shipping on time,0,2017-04-30 22:22:00.0000000,Same Day,LATAM,58259
21664,0,0,Shipping on time,0,2015-11-28 19:04:00.0000000,Same Day,Pacific Asia,22696
21665,0,0,Shipping on time,0,2016-07-28 13:17:00.0000000,Same Day,USCA,39326
21666,0,0,Shipping on time,0,2017-07-22 17:52:00.0000000,Same Day,Europe,63932
21667,0,0,Shipping on time,0,2015-06-17 12:38:00.0000000,Same Day,Europe,11443
21669,0,0,Shipping on time,0,2015-06-11 17:33:00.0000000,Same Day,Europe,11046
21671,0,0,Shipping on time,0,2017-03-09 18:35:00.0000000,Same Day,LATAM,54686
21672,0,0,Shipping on time,0,2017-02-16 16:41:00.0000000,Same Day,LATAM,53242
21676,0,0,Shipping on time,0,2015-07-09 13:39:00.0000000,Same Day,Europe,12953
21677,0,0,Shipping on time,0,2015-03-11 20:29:00.0000000,Same Day,LATAM,4752
21678,0,0,Shipping on time,0,2017-05-30 15:40:00.0000000,Same Day,LATAM,60295
21679,0,0,Shipping on time,0,2016-05-13 21:06:00.0000000,Same Day,USCA,34142
21680,0,0,Shipping on time,0,2015-09-15 22:40:00.0000000,Same Day,Europe,17637
21685,0,0,Shipping on time,0,2016-12-16 16:04:00.0000000,Same Day,Pacific Asia,48993
21701,2,2,Shipping on time,0,2016-10-29 20:57:00.0000000,Second Class,Africa,45616
21702,2,2,Shipping on time,0,2016-09-22 15:35:00.0000000,Second Class,Africa,43066
21715,2,2,Shipping on time,0,2017-09-13 07:43:00.0000000,Second Class,Europe,67431
21720,2,2,Shipping on time,0,2017-10-27 09:46:00.0000000,Second Class,Europe,70451
21722,2,2,Shipping on time,0,2017-08-02 15:29:00.0000000,Second Class,Europe,64576
21726,2,2,Shipping on time,0,2017-10-22 15:54:00.0000000,Second Class,Europe,70126
21729,2,2,Shipping on time,0,2015-09-20 22:24:00.0000000,Second Class,Europe,17876
21733,2,2,Shipping on time,0,2015-06-19 15:42:00.0000000,Second Class,Europe,11486
21741,2,2,Shipping on time,0,2017-07-24 12:32:00.0000000,Second Class,Europe,63951
21745,2,2,Shipping on time,0,2017-09-23 11:13:00.0000000,Second Class,Europe,68126
21747,2,2,Shipping on time,0,2017-08-19 08:38:00.0000000,Second Class,Europe,65721
21750,2,2,Shipping on time,0,2016-09-09 12:16:00.0000000,Second Class,Europe,42166
21753,2,2,Shipping on time,0,2017-06-26 22:22:00.0000000,Second Class,Europe,62061
21757,2,2,Shipping on time,0,2017-06-29 18:41:00.0000000,Second Class,Europe,62256
21764,2,2,Shipping on time,0,2015-10-17 06:46:00.0000000,Second Class,Europe,19681
21765,2,2,Shipping on time,0,2015-07-11 13:13:00.0000000,Second Class,Europe,12986
21770,2,2,Shipping on time,0,2015-08-24 01:15:00.0000000,Second Class,Europe,15966
21771,2,2,Shipping on time,0,2017-01-13 17:00:00.0000000,Second Class,Europe,50811
21773,2,2,Shipping on time,0,2017-06-24 09:04:00.0000000,Second Class,Europe,61886
21778,2,2,Shipping on time,0,2015-08-19 17:53:00.0000000,Second Class,Europe,15671
21787,2,2,Shipping on time,0,2015-10-11 17:38:00.0000000,Second Class,Europe,19301
21793,2,2,Shipping on time,0,2017-11-12 16:24:00.0000000,Second Class,Europe,71566
21801,2,2,Shipping on time,0,2015-07-30 12:40:00.0000000,Second Class,Europe,14286
21809,2,2,Shipping on time,0,2017-06-19 18:42:00.0000000,Second Class,LATAM,61571
21810,2,2,Shipping on time,0,2017-04-14 08:38:00.0000000,Second Class,LATAM,57021
21812,2,2,Shipping on time,0,2015-03-06 02:42:00.0000000,Second Class,LATAM,4256
21813,2,2,Shipping on time,0,2015-02-13 09:13:00.0000000,Second Class,LATAM,2836
21815,2,2,Shipping on time,0,2015-02-09 12:23:00.0000000,Second Class,LATAM,2571
21818,2,2,Shipping on time,0,2015-05-14 12:36:00.0000000,Second Class,LATAM,9011
21820,2,2,Shipping on time,0,2017-02-12 23:58:00.0000000,Second Class,LATAM,52886
21822,2,2,Shipping on time,0,2017-06-08 12:56:00.0000000,Second Class,LATAM,60801
21824,2,2,Shipping on time,0,2015-02-16 05:32:00.0000000,Second Class,LATAM,3031
21826,2,2,Shipping on time,0,2017-03-18 05:00:00.0000000,Second Class,LATAM,55161
21830,2,2,Shipping on time,0,2017-02-12 04:42:00.0000000,Second Class,LATAM,52831
21836,2,2,Shipping on time,0,2015-04-26 13:40:00.0000000,Second Class,LATAM,7781
21837,2,2,Shipping on time,0,2017-06-15 20:07:00.0000000,Second Class,LATAM,61301
21839,2,2,Shipping on time,0,2017-01-24 10:30:00.0000000,Second Class,LATAM,51546
21840,2,2,Shipping on time,0,2015-05-09 09:59:00.0000000,Second Class,LATAM,8661
21863,2,2,Shipping on time,0,2015-05-30 06:58:00.0000000,Second Class,LATAM,10091
21865,2,2,Shipping on time,0,2015-03-19 18:17:00.0000000,Second Class,LATAM,5191
21868,2,2,Shipping on time,0,2015-01-19 04:52:00.0000000,Second Class,LATAM,1111
21874,2,2,Shipping on time,0,2015-02-28 20:35:00.0000000,Second Class,LATAM,3896
